station_id,station_name,operator_network,district,province,address,charger_level,connector_types,power_kw,latitude,longitude,maps_link,access,status,source,last_verified,added_phase,geo_precision
SL-0001,Gampola Dasuni C Complex,JKCG BYD Network,Kandy,Central,"No.58/9, Doluwa Road, Hindagala",DC Fast,CCS2,,7.161419,80.57393,"https://www.google.com/maps?q=7.161419,80.57393",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0002,Kandy Earl's Regent Hotel,JKCG BYD Network,Kandy,Central,"No.40/1, Deveni Rajasinghe Mawatha, Kandy",DC Fast,CCS2,,7.283807,80.610087,"https://www.google.com/maps?q=7.283807,80.610087",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0003,Kandy Myst by Cinnamon,JKCG BYD Network,Kandy,Central,"No.273, Katugastota Road, Kandy",DC Fast,CCS2,,7.278791,80.604353,https://maps.app.goo.gl/rNj4zTUVXQp9fNNj8,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0004,Kandy Royal Kandyan,JKCG BYD Network,Kandy,Central,"No.833, Peradeniya Road, Kandy",DC Fast,CCS2,,7.277539,80.615919,"https://www.google.com/maps?q=7.277539,80.615919",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0005,Keells Kandy 3 - Peradeniya Road,JKCG BYD Network,Kandy,Central,"No. 927, Peradeniya Road, Kandy",DC Fast,"CCS2, CHAdeMO",,7.27892,80.618935,https://maps.app.goo.gl/BLdqjAokPPWoJzvR6,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0006,Dambulla Gimanhala Hotel,JKCG BYD Network,Matale,Central,"No.754, Anuradhapura Road, Dambulla",DC Fast,CCS2,,7.879908,80.650254,"https://www.google.com/maps?q=7.879908,80.650254",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0007,Keells - Matale 2,JKCG BYD Network,Matale,Central,"No. 833A, Aluvihare, Matale",DC Fast,"CCS2, CHAdeMO",,7.489017,80.623305,https://maps.app.goo.gl/BTbQ7nqSXpecCkq67,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0008,Matale Nilani Restaurant,JKCG BYD Network,Matale,Central,"P.52, Ududeniya, Nalanda",DC Fast,CCS2,,7.655946,80.635316,"https://www.google.com/maps?q=7.655946,80.635316",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0009,Palapathwela Sri Krishna Restaurant,JKCG BYD Network,Matale,Central,"No.16, Kirigalpoththa, Palapathwala, Matale",DC Fast,CCS2,,7.515865,80.623377,"https://www.google.com/maps?q=7.515865,80.623377",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0010,Sigiriya Aliya Resort & Spa,JKCG BYD Network,Matale,Central,"Audangawa Inner Rd, Audangawa, Kimbissa",DC Fast,CCS2,,8.000607,80.735638,"https://www.google.com/maps?q=8.000607,80.735638",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0011,Hatton The Argyle,JKCG BYD Network,Nuwara Eliya,Central,"Kudaoya Estate, Hatton",DC Fast,CCS2,,6.9174,80.586666,"https://www.google.com/maps?q=6.9174,80.586666",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0012,Kotagala - Argyle Hotel,JKCG BYD Network,Nuwara Eliya,Central,"Argyle Estate, Argyle Rd, Kotagala 22080",DC Fast,"CCS2, CHAdeMO",,6.925274,80.609055,https://maps.app.goo.gl/2E1mbBJqVRRCeC2s9,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0013,Nuwara Eliya - Barista,JKCG BYD Network,Nuwara Eliya,Central,"Greenways, Badulla Rd, Nuwara Eliya 22200",DC Fast,"CCS2, CHAdeMO",,6.963401,80.766904,https://maps.app.goo.gl/VgK4hq6jJNmHuuJq9,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0014,Nuwara Eliya - Golf Club Resort,JKCG BYD Network,Nuwara Eliya,Central,Nuwara Eliya 22200,DC Fast,"CCS2, CHAdeMO",,6.973974,80.766986,https://maps.app.goo.gl/SSZChP3wD41krTbSA,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0015,Nuwara Eliya Araliya Green City,JKCG BYD Network,Nuwara Eliya,Central,"No. 01, Glen Fall Road, Nuwara Eliya",DC Fast,CCS2,,6.966868,80.7648,"https://www.google.com/maps?q=6.966868,80.7648",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0016,Nuwara Eliya Araliya Red Hotel,JKCG BYD Network,Nuwara Eliya,Central,"No.9/36, Unique View Road, Nuwara Eliya",DC Fast,CCS2,,6.962641,80.764263,"https://www.google.com/maps?q=6.962641,80.764263",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0017,Nuwara Eliya Blackpool Resort & Spa,JKCG BYD Network,Nuwara Eliya,Central,"Black Pool, Nuwara Eliya",DC Fast,CCS2,,6.942241,80.779028,"https://www.google.com/maps?q=6.942241,80.779028",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0018,Nuwara Eliya Golf Club,JKCG BYD Network,Nuwara Eliya,Central,Nuwara Eliya,DC Fast,CCS2,,6.972322,80.764356,"https://www.google.com/maps?q=6.972322,80.764356",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0019,Rozella The Tea Cup,JKCG BYD Network,Nuwara Eliya,Central,"St. Andrews, Derryclare Estate, Kotagala",DC Fast,CCS2,,6.925274,80.609055,,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0020,Akkaraipattu GN Auto Zone,JKCG BYD Network,Ampara,Eastern,"No. 303 G, Pottuvil Road, TD-5, Akkaraipattu",DC Fast,CCS2,,7.21501,81.854502,"https://www.google.com/maps?q=7.21501,81.854502",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0021,Ampara Saliya Inn,JKCG BYD Network,Ampara,Eastern,"No.15, Inginiyagala Road, Ampara",DC Fast,CCS2,,7.360551,81.641052,"https://www.google.com/maps?q=7.360551,81.641052",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0022,Arugam Bay The Bayberry Hotel,JKCG BYD Network,Ampara,Eastern,"Main Street, Arugam Bay",DC Fast,CCS2,,6.842785,81.831165,"https://www.google.com/maps?q=6.842785,81.831165",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0023,Maruthamunai Modern Car Sale,JKCG BYD Network,Ampara,Eastern,"No.402, Main Street, Maruthamunai-03",DC Fast,CCS2,,7.434727,81.812964,"https://www.google.com/maps?q=7.434727,81.812964",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0024,Pasikuda Maalu Maalu Resort & Spa,JKCG BYD Network,Batticaloa,Eastern,"Coconut Development Board Road, Passekudah",DC Fast,CCS2,,7.927603,81.560743,"https://www.google.com/maps?q=7.927603,81.560743",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0025,Trincomalee Lanka Filling Station Nilaveli,JKCG BYD Network,Trincomalee,Eastern,"No.155, 6th Mile Post, Nilaveli St, Trincomalee",DC Fast,CCS2,,8.628057,81.20523,"https://www.google.com/maps?q=8.628057,81.20523",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0026,Anuradhapura Rukmal Motors,JKCG BYD Network,Anuradhapura,North Central,"No. 562/A1, Jayanthi Mawatha, Anuradhapura",DC Fast,CCS2,,8.325749,80.398810,"https://www.google.com/maps?q=8.325749,80.398810",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0027,Anuradhapura Sooriya Wessagiri Resort,JKCG BYD Network,Anuradhapura,North Central,"No.339, Old Kurunegala Road, Wessagiriya, Anuradhapura",DC Fast,CCS2,,8.325177,80.385884,"https://www.google.com/maps?q=8.325177,80.385884",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0028,Keells - Anuradhapura,JKCG BYD Network,Anuradhapura,North Central,"No. 514, Maithripala Senanayake Mawatha, Anuradhapura",DC Fast,"CCS2, CHAdeMO",,8.326695,80.404853,https://maps.app.goo.gl/kt8UVMxbZoJPrtLc8,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0029,Mihintale Saanchi Temple,JKCG BYD Network,Anuradhapura,North Central,"Trincomalee Road, Mihintale",DC Fast,CCS2,,8.370637,80.549008,https://maps.app.goo.gl/pu1QtnNpV6WQZ4AR6,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0030,Ulankulama Dairy Farm,JKCG BYD Network,Anuradhapura,North Central,"Ulankulama, Maradankadawala",DC Fast,CCS2,,8.138684,80.550126,"https://www.google.com/maps?q=8.138684,80.550126",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0031,Minneriya Lath Sahal Warehouse,JKCG BYD Network,Polonnaruwa,North Central,"CP Pura, Minneriya",DC Fast,CCS2,,8.002873,80.909833,"https://www.google.com/maps?q=8.002873,80.909833",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0032,Polonnaruwa Crown Mall,JKCG BYD Network,Polonnaruwa,North Central,"No.13/UP/25, Good Market, Hospital Junction, Polonnaruwa",DC Fast,CCS2,,7.942725,81.012077,"https://www.google.com/maps?q=7.942725,81.012077",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0033,Keells - Kurunegala 2,JKCG BYD Network,Kurunegala,North Western,"No. 41, Bauddhaloka Mawatha, Kurunegala",DC Fast,"CCS2, CHAdeMO",,,,https://maps.app.goo.gl/DKGZju6rVMsnZHZy6,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,
SL-0034,Kurunegala - Kandyan Reach Hotel,JKCG BYD Network,Kurunegala,North Western,"No.344, Kandy Road, Kurunegala",DC Fast,CCS2,,7.479081,80.372367,"https://www.google.com/maps?q=7.479081,80.372367",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0035,Padeniya Cafe Agra,JKCG BYD Network,Kurunegala,North Western,"Dangahamulla Handiya, Deegithwa, Magulagama",DC Fast,CCS2,,7.678323,80.232501,"https://www.google.com/maps?q=7.678323,80.232501",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0036,Paragahadeniya Gami Sisila,JKCG BYD Network,Kurunegala,North Western,"Pallegama, Weuda",DC Fast,CCS2,,7.410896,80.48494,"https://www.google.com/maps?q=7.410896,80.48494",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0037,Keells - Chilaw,JKCG BYD Network,Puttalam,North Western,"No. 112, Puttalam Road, Chilaw",DC Fast,"CCS2, CHAdeMO",,7.567177,79.800694,https://maps.app.goo.gl/u6AzGYwzPqpuXo8D9,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0038,Keells - Puttalam,JKCG BYD Network,Puttalam,North Western,"No. 89, Kurunegala Road, Puttalam",DC Fast,"CCS2, CHAdeMO",,7.956756,79.932456,https://maps.app.goo.gl/husDMJuxPjencc5M9,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0039,Puttalam Ice Talk Restaurant,JKCG BYD Network,Puttalam,North Western,"No. 08, Kachcheri Road, Puttalam",DC Fast,CCS2,,8.027787,79.830819,"https://www.google.com/maps?q=8.027787,79.830819",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0040,Jaffna Tilko City Hotel,JKCG BYD Network,Jaffna,Northern,"No. 70/6, K.K.S. Road, Jaffna",DC Fast,CCS2,,9.665408,80.010689,"https://www.google.com/maps?q=9.665408,80.010689",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0041,Jaffna Valampuri Hotel,JKCG BYD Network,Jaffna,Northern,"No.148/10, Martin Road, Jaffna",DC Fast,CCS2,,9.664503,80.021478,"https://www.google.com/maps?q=9.664503,80.021478",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0042,Keells - Jaffna,JKCG BYD Network,Jaffna,Northern,"No. 333, Clock Tower Road, Jaffna",DC Fast,"CCS2, CHAdeMO",,9.668447,80.014622,https://maps.app.goo.gl/DMUMaTsbPecFRNxz5,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0043,Keells - Kegalle,JKCG BYD Network,Kegalle,Sabaragamuwa,"No. 461, Kandy Road, Kegalle",DC Fast,"CCS2, CHAdeMO",,7.249796,80.46236,https://maps.app.goo.gl/hPdgB6e5xj53SKms9,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0044,Keells - Mawanella,JKCG BYD Network,Kegalle,Sabaragamuwa,"No. 185, New Kandy Road, Mawanella",DC Fast,"CCS2, CHAdeMO",,7.252969,80.44873,https://maps.app.goo.gl/C4kDSfwce4sykmVE7,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0045,Balangoda B K J Petroleum,JKCG BYD Network,Ratnapura,Sabaragamuwa,"No. 181, Haputale Road, Kirindagala, Balangoda",DC Fast,CCS2,,6.65694,80.702793,"https://www.google.com/maps?q=6.65694,80.702793",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0046,Kalawana Rainforest Kitchen,JKCG BYD Network,Ratnapura,Sabaragamuwa,"No.150, Rathnapura Road, Kalawana",DC Fast,CCS2,,6.535309,80.399937,"https://www.google.com/maps?q=6.535309,80.399937",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0047,Keells - Embilipitiya,JKCG BYD Network,Ratnapura,Sabaragamuwa,"No. 248, Pallegama, Embilipitiya",DC Fast,"CCS2, CHAdeMO",,6.334065,80.853832,https://maps.app.goo.gl/USq75nYqScUowb736,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0048,Keells - Rathnapura Bandaranayake Mawatha,JKCG BYD Network,Ratnapura,Sabaragamuwa,"No. 42, Bandaranayake Mawatha, Rathnapura",DC Fast,"CCS2, CHAdeMO",,,,https://maps.app.goo.gl/T7EW3p2Y4bqGaSxZ6,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,
SL-0049,Kiriella Aroma Restaurant,JKCG BYD Network,Ratnapura,Sabaragamuwa,"Epitawa, Kiriella",DC Fast,CCS2,,6.740519,80.251075,"https://www.google.com/maps?q=6.740519,80.251075",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0050,Kuruwita French Way,JKCG BYD Network,Ratnapura,Sabaragamuwa,"Paradise, Kuruwita",DC Fast,CCS2,,6.756205,80.375845,"https://www.google.com/maps?q=6.756205,80.375845",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0051,Pelmadulla Silver Ray Grand,JKCG BYD Network,Ratnapura,Sabaragamuwa,"No.18, Dippitigala, Lelloitiya, Pelmadulla",DC Fast,CCS2,,6.657094,80.488171,"https://www.google.com/maps?q=6.657094,80.488171",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0052,Ratnapura RTS Petroleum,JKCG BYD Network,Ratnapura,Sabaragamuwa,"No.270, New Town Road, Hidellana, Ratnapura",DC Fast,CCS2,,6.715841,80.38469,"https://www.google.com/maps?q=6.715841,80.38469",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0053,Udawalawa vibeX Restaurant,JKCG BYD Network,Ratnapura,Sabaragamuwa,"No.456/1, Thanamalwila Road, Udawalawa",DC Fast,CCS2,,6.414204,80.797318,"https://www.google.com/maps?q=6.414204,80.797318",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0054,Ambalangoda Edwins Studio & Laboratories,JKCG BYD Network,Galle,Southern,"No. 37/1/1, New Road, Galle Road, Ambalangoda",DC Fast,CCS2,,6.238078,80.054195,https://maps.app.goo.gl/vUwGrghePSdXu5mg8,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0055,Galle RTS Hypermarket,JKCG BYD Network,Galle,Southern,"No.270K, Colombo Road, Mahamodara, Dadalla, Galle",DC Fast,CCS2,,6.042232,80.195653,"https://www.google.com/maps?q=6.042232,80.195653",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0056,Hikkaduwa Co-operative Beer Garden,JKCG BYD Network,Galle,Southern,"Galle Road, Hikkaduwa",DC Fast,CCS2,,6.137832,80.09936,"https://www.google.com/maps?q=6.137832,80.09936",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0057,Induruwa Pandanus Beach Resort & Spa,JKCG BYD Network,Galle,Southern,"Galle Road, Induruwa",DC Fast,CCS2,,6.379734,80.009818,"https://www.google.com/maps?q=6.379734,80.009818",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0058,Keells - Kalegana,JKCG BYD Network,Galle,Southern,"No. 465, Wackwella Road, Kalegana, Galle",DC Fast,"CCS2, CHAdeMO",,6.053665,80.186569,https://maps.app.goo.gl/cTCj33NmbdqzHDBaA,Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,approximate
SL-0059,Keells - Karapitiya,JKCG BYD Network,Galle,Southern,"No. 54, Hirimbura Cross Road, Karapitiya",DC Fast,"CCS2, CHAdeMO",,6.063681,80.221872,"https://www.google.com/maps?q=6.063681,80.221872",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network + OpenStreetMap (ODbL) node/13288788784,2026-07-27,Phase 1,exact
SL-0060,Unawatuna Araliya Beach Resort & Spa,JKCG BYD Network,Galle,Southern,"Welladewala Road, Yaddehimulla, Unawatuna, Habaraduwa",DC Fast,CCS2,,6.008478,80.242472,"https://www.google.com/maps?q=6.008478,80.242472",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0061,Agunukolapelessa Vehicle Charging Station,JKCG BYD Network,Hambantota,Southern,"No.22, Palugahawela, Agunakolapelessa",DC Fast,CCS2,,6.192882,80.867743,"https://www.google.com/maps?q=6.192882,80.867743",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0062,Ambalantota Ruhunu Pub & Resort,JKCG BYD Network,Hambantota,Southern,"Tangalle Road, Mahaweediya, Ambalantota",DC Fast,CCS2,,6.122798,81.028571,"https://www.google.com/maps?q=6.122798,81.028571",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
SL-0063,Ambalantota Sewa Lanka,JKCG BYD Network,Hambantota,Southern,"No.889/1, Ekassa, Ambalantota",DC Fast,CCS2,,6.116306,80.997418,"https://www.google.com/maps?q=6.116306,80.997418",Public (store/venue hours; Keells sites typically 24/7),active,johnkeellscgauto.com/charger-network,2026-07-27,Phase 1,exact
